city_host,year,edition,lat,long,discipline_title,event_title,event_gender,medal_type,participant_type,athlete_url,athlete_full_name,country_name,country_code,country_3letter_code
beijing,2022,Winter,39.916668,116.383331,Curling,Mixed Doubles,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/stefania-constantini,Stefania CONSTANTINI,Italy,IT,ITA
beijing,2022,Winter,39.916668,116.383331,Curling,Mixed Doubles,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/amos-mosaner,Amos MOSANER,Italy,IT,ITA
beijing,2022,Winter,39.916668,116.383331,Curling,Mixed Doubles,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/kristin-skaslien,Kristin SKASLIEN,Norway,NO,NOR
beijing,2022,Winter,39.916668,116.383331,Curling,Mixed Doubles,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/magnus-nedregotten,Magnus NEDREGOTTEN,Norway,NO,NOR
beijing,2022,Winter,39.916668,116.383331,Curling,Mixed Doubles,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/almida-de-val,Almida DE VAL,Sweden,SE,SWE
beijing,2022,Winter,39.916668,116.383331,Curling,Mixed Doubles,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/oskar-eriksson,Oskar ERIKSSON,Sweden,SE,SWE
beijing,2022,Winter,39.916668,116.383331,Curling,Women,Women,GOLD,GameTeam,,,Great Britain,GB,GBR
beijing,2022,Winter,39.916668,116.383331,Curling,Women,Women,SILVER,GameTeam,,,Japan,JP,JPN
beijing,2022,Winter,39.916668,116.383331,Curling,Women,Women,BRONZE,GameTeam,,,Sweden,SE,SWE
beijing,2022,Winter,39.916668,116.383331,Curling,Men,Men,GOLD,GameTeam,,,Sweden,SE,SWE
beijing,2022,Winter,39.916668,116.383331,Curling,Men,Men,SILVER,GameTeam,,,Great Britain,GB,GBR
beijing,2022,Winter,39.916668,116.383331,Curling,Men,Men,BRONZE,GameTeam,,,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Moguls,Men,SILVER,Athlete,https://olympics.com/en/athletes/mikael-kingsbury,Mikael KINGSBURY,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Moguls,Men,GOLD,Athlete,https://olympics.com/en/athletes/wallberg,Walter WALLBERG,Sweden,SE,SWE
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Moguls,Men,BRONZE,Athlete,https://olympics.com/en/athletes/ikuma-horishima,Ikuma HORISHIMA,Japan,JP,JPN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Freeski Halfpipe,Men,GOLD,Athlete,https://olympics.com/en/athletes/nico-porteous,Nico PORTEOUS,New Zealand,NZ,NZL
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Freeski Halfpipe,Men,SILVER,Athlete,https://olympics.com/en/athletes/david-wise,David WISE,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Freeski Halfpipe,Men,BRONZE,Athlete,https://olympics.com/en/athletes/alex-ferreira,Alex FERREIRA,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Freeski Big Air,Men,BRONZE,Athlete,https://olympics.com/en/athletes/henrik-harlaut,Henrik HARLAUT,Sweden,SE,SWE
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Freeski Big Air,Men,GOLD,Athlete,https://olympics.com/en/athletes/birk-ruud,Birk RUUD,Norway,NO,NOR
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Freeski Big Air,Men,SILVER,Athlete,https://olympics.com/en/athletes/colby-stevenson,Colby STEVENSON,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Ski Cross,Men,BRONZE,Athlete,https://olympics.com/en/athletes/sergey-ridzik-1,Sergey RIDZIK,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Ski Cross,Men,SILVER,Athlete,https://olympics.com/en/athletes/alex-fiva,Alex FIVA,Switzerland,CH,SUI
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Ski Cross,Men,GOLD,Athlete,https://olympics.com/en/athletes/ryan-regez,Ryan REGEZ,Switzerland,CH,SUI
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Freeski Big Air,Women,BRONZE,Athlete,https://olympics.com/en/athletes/mathilde-gremaud,Mathilde GREMAUD,Switzerland,CH,SUI
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Freeski Big Air,Women,GOLD,Athlete,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Freeski Big Air,Women,SILVER,Athlete,https://olympics.com/en/athletes/tess-ledeux,Tess LEDEUX,France,FR,FRA
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Moguls,Women,SILVER,Athlete,https://olympics.com/en/athletes/kauf,Jaelin KAUF,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Moguls,Women,GOLD,Athlete,https://olympics.com/en/athletes/anthony,Jakara ANTHONY,Australia,AU,AUS
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Moguls,Women,BRONZE,Athlete,https://olympics.com/en/athletes/anastasiia-smirnova,Anastasiia SMIRNOVA,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Mixed Team Aerials,Mixed,GOLD,GameTeam,,,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Mixed Team Aerials,Mixed,SILVER,GameTeam,,,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Mixed Team Aerials,Mixed,BRONZE,GameTeam,,,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Ski Cross,Women,SILVER,Athlete,https://olympics.com/en/athletes/marielle-thompson,Marielle THOMPSON,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Ski Cross,Women,GOLD,Athlete,https://olympics.com/en/athletes/sandra-naeslund,Sandra NAESLUND,Sweden,SE,SWE
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Ski Cross,Women,BRONZE,Athlete,https://olympics.com/en/athletes/daniela-maier,Daniela MAIER,Germany,DE,GER
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Aerials,Men,BRONZE,Athlete,https://olympics.com/en/athletes/ilia-burov,Ilia BUROV,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Aerials,Men,GOLD,Athlete,https://olympics.com/en/athletes/guangpu-qi,Guangpu QI,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Aerials,Men,SILVER,Athlete,https://olympics.com/en/athletes/oleksandr-abramenko,Oleksandr ABRAMENKO,Ukraine,UA,UKR
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Aerials,Women,SILVER,Athlete,https://olympics.com/en/athletes/hanna-huskova,Hanna HUSKOVA,Belarus,BY,BLR
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Aerials,Women,GOLD,Athlete,https://olympics.com/en/athletes/mengtao-xu,Mengtao XU,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Aerials,Women,BRONZE,Athlete,https://olympics.com/en/athletes/megan-nick,Megan NICK,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Freeski Halfpipe,Women,SILVER,Athlete,https://olympics.com/en/athletes/cassie-sharpe,Cassie SHARPE,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Freeski Halfpipe,Women,GOLD,Athlete,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Freeski Halfpipe,Women,BRONZE,Athlete,https://olympics.com/en/athletes/rachel-karker,Rachel KARKER,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Freeski Slopestyle,Women,SILVER,Athlete,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Freeski Slopestyle,Women,GOLD,Athlete,https://olympics.com/en/athletes/mathilde-gremaud,Mathilde GREMAUD,Switzerland,CH,SUI
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Women's Freeski Slopestyle,Women,BRONZE,Athlete,https://olympics.com/en/athletes/kelly-sildaru,Kelly SILDARU,Estonia,EE,EST
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Freeski Slopestyle,Men,SILVER,Athlete,https://olympics.com/en/athletes/nicholas-goepper,Nicholas GOEPPER,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Freeski Slopestyle,Men,BRONZE,Athlete,https://olympics.com/en/athletes/jesper-tjader,Jesper TJADER,Sweden,SE,SWE
beijing,2022,Winter,39.916668,116.383331,Freestyle Skiing,Men's Freeski Slopestyle,Men,GOLD,Athlete,https://olympics.com/en/athletes/alexander-hall-1,Alexander HALL,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 500m,Women,SILVER,Athlete,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,NL,NED
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 500m,Women,BRONZE,Athlete,https://olympics.com/en/athletes/boutin,Kim BOUTIN,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 500m,Women,GOLD,Athlete,https://olympics.com/en/athletes/arianna-fontana,Arianna FONTANA,Italy,IT,ITA
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 500m,Men,BRONZE,Athlete,https://olympics.com/en/athletes/steven-dubois,Steven DUBOIS,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 500m,Men,GOLD,Athlete,https://olympics.com/en/athletes/shaoang-liu,Shaoang LIU,Hungary,HU,HUN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 500m,Men,SILVER,Athlete,https://olympics.com/en/athletes/konstantin-ivliev,Konstantin IVLIEV,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 5000m Relay,Men,GOLD,GameTeam,,,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 5000m Relay,Men,SILVER,GameTeam,,,Republic of Korea,KR,KOR
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 5000m Relay,Men,BRONZE,GameTeam,,,Italy,IT,ITA
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Team Relay,Mixed,GOLD,GameTeam,,,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Team Relay,Mixed,SILVER,GameTeam,,,Italy,IT,ITA
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Team Relay,Mixed,BRONZE,GameTeam,,,Hungary,HU,HUN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 1500m,Men,BRONZE,Athlete,https://olympics.com/en/athletes/semen-elistratov,Semen ELISTRATOV,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 1500m,Men,GOLD,Athlete,https://olympics.com/en/athletes/daeheon-hwang,Daeheon HWANG,Republic of Korea,KR,KOR
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 1500m,Men,SILVER,Athlete,https://olympics.com/en/athletes/steven-dubois,Steven DUBOIS,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 1000m,Men,GOLD,Athlete,https://olympics.com/en/athletes/ren,Ziwei REN,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 1000m,Men,SILVER,Athlete,https://olympics.com/en/athletes/wenlong-li,Wenlong LI,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Men's 1000m,Men,BRONZE,Athlete,https://olympics.com/en/athletes/shaoang-liu,Shaoang LIU,Hungary,HU,HUN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 3000m Relay,Women,GOLD,GameTeam,,,Netherlands,NL,NED
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 3000m Relay,Women,SILVER,GameTeam,,,Republic of Korea,KR,KOR
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 3000m Relay,Women,BRONZE,GameTeam,,,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 1000m,Women,GOLD,Athlete,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,NL,NED
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 1000m,Women,SILVER,Athlete,https://olympics.com/en/athletes/choi-minjeong,Minjeong CHOI,Republic of Korea,KR,KOR
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 1000m,Women,BRONZE,Athlete,https://olympics.com/en/athletes/hanne-desmet,Hanne DESMET,Belgium,BE,BEL
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 1500m,Women,GOLD,Athlete,https://olympics.com/en/athletes/choi-minjeong,Minjeong CHOI,Republic of Korea,KR,KOR
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 1500m,Women,BRONZE,Athlete,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,NL,NED
beijing,2022,Winter,39.916668,116.383331,Short Track Speed Skating,Women's 1500m,Women,SILVER,Athlete,https://olympics.com/en/athletes/arianna-fontana,Arianna FONTANA,Italy,IT,ITA
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Halfpipe,Women,SILVER,Athlete,https://olympics.com/en/athletes/queralt-castellet,Queralt CASTELLET,Spain,ES,ESP
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Halfpipe,Women,BRONZE,Athlete,https://olympics.com/en/athletes/tomita,Sena TOMITA,Japan,JP,JPN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Halfpipe,Women,GOLD,Athlete,https://olympics.com/en/athletes/chloe-kim,Chloe KIM,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Snowboard,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/nick-baumgartner,Nick BAUMGARTNER,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Snowboard,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/lindsey-jacobellis,Lindsey JACOBELLIS,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Snowboard,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/omar-visintin,Omar VISINTIN,Italy,IT,ITA
beijing,2022,Winter,39.916668,116.383331,Snowboard,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/michela-moioli,Michela MOIOLI,Italy,IT,ITA
beijing,2022,Winter,39.916668,116.383331,Snowboard,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/eliot-grondin,Eliot GRONDIN,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/meryeta-odine,Meryeta ODINE,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Cross,Women,BRONZE,Athlete,https://olympics.com/en/athletes/meryeta-odine,Meryeta ODINE,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Cross,Women,SILVER,Athlete,https://olympics.com/en/athletes/chloe-trespeuch,Chloe TRESPEUCH,France,FR,FRA
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Cross,Women,GOLD,Athlete,https://olympics.com/en/athletes/lindsey-jacobellis,Lindsey JACOBELLIS,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Parallel Giant Slalom,Men,SILVER,Athlete,https://olympics.com/en/athletes/tim-mastnak,Tim MASTNAK,Slovenia,SI,SLO
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Parallel Giant Slalom,Men,GOLD,Athlete,https://olympics.com/en/athletes/benjamin-karl,Benjamin KARL,Austria,AT,AUT
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,https://olympics.com/en/athletes/vic-wild,Vic WILD,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Big Air,Women,BRONZE,Athlete,https://olympics.com/en/athletes/murase-kokomo,Kokomo MURASE,Japan,JP,JPN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Big Air,Women,SILVER,Athlete,https://olympics.com/en/athletes/zoi-sadowski-synnott,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Big Air,Women,GOLD,Athlete,https://olympics.com/en/athletes/anna-gasser,Anna GASSER,Austria,AT,AUT
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Cross,Men,BRONZE,Athlete,https://olympics.com/en/athletes/omar-visintin,Omar VISINTIN,Italy,IT,ITA
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Cross,Men,SILVER,Athlete,https://olympics.com/en/athletes/eliot-grondin,Eliot GRONDIN,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Cross,Men,GOLD,Athlete,https://olympics.com/en/athletes/alessandro-haemmerle,Alessandro HAEMMERLE,Austria,AT,AUT
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Slopestyle,Men,GOLD,Athlete,https://olympics.com/en/athletes/parrot,Max PARROT,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Slopestyle,Men,SILVER,Athlete,https://olympics.com/en/athletes/yiming-su,Yiming SU,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,https://olympics.com/en/athletes/mark-mcmorris,Mark MCMORRIS,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,https://olympics.com/en/athletes/jan-scherrer,Jan SCHERRER,Switzerland,CH,SUI
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Halfpipe,Men,GOLD,Athlete,https://olympics.com/en/athletes/ayumu-hirano,Ayumu HIRANO,Japan,JP,JPN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Halfpipe,Men,SILVER,Athlete,https://olympics.com/en/athletes/scotty-james,Scotty JAMES,Australia,AU,AUS
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,https://olympics.com/en/athletes/tess-coady,Tess COADY,Australia,AU,AUS
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Slopestyle,Women,SILVER,Athlete,https://olympics.com/en/athletes/julia-marino,Julia MARINO,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Snowboard Slopestyle,Women,GOLD,Athlete,https://olympics.com/en/athletes/zoi-sadowski-synnott,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Parallel Giant Slalom,Women,SILVER,Athlete,https://olympics.com/en/athletes/daniela-ulbing,Daniela ULBING,Austria,AT,AUT
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Parallel Giant Slalom,Women,GOLD,Athlete,https://olympics.com/en/athletes/ester-ledecka,Ester LEDECKA,Czech Republic,CZ,CZE
beijing,2022,Winter,39.916668,116.383331,Snowboard,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,https://olympics.com/en/athletes/gloria-kotnik,Gloria KOTNIK,Slovenia,SI,SLO
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Big Air,Men,SILVER,Athlete,https://olympics.com/en/athletes/roisland,Mons ROISLAND,Norway,NO,NOR
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Big Air,Men,GOLD,Athlete,https://olympics.com/en/athletes/yiming-su,Yiming SU,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Snowboard,Men's Snowboard Big Air,Men,BRONZE,Athlete,https://olympics.com/en/athletes/parrot,Max PARROT,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Men's Team,Men,GOLD,GameTeam,,,Austria,AT,AUT
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Men's Team,Men,SILVER,GameTeam,,,Slovenia,SI,SLO
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Men's Team,Men,BRONZE,GameTeam,,,Germany,DE,GER
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Men's LH Individual,Men,GOLD,Athlete,https://olympics.com/en/athletes/marius-lindvik,Marius LINDVIK,Norway,NO,NOR
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Men's LH Individual,Men,SILVER,Athlete,https://olympics.com/en/athletes/kobayashi,Ryoyu KOBAYASHI,Japan,JP,JPN
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Men's LH Individual,Men,BRONZE,Athlete,https://olympics.com/en/athletes/geiger,Karl GEIGER,Germany,DE,GER
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Mixed Team,Mixed,GOLD,GameTeam,,,Slovenia,SI,SLO
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Mixed Team,Mixed,SILVER,GameTeam,,,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Mixed Team,Mixed,BRONZE,GameTeam,,,Canada,CA,CAN
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Women's NH Individual,Women,SILVER,Athlete,https://olympics.com/en/athletes/katharina-althaus,Katharina ALTHAUS,Germany,DE,GER
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Women's NH Individual,Women,GOLD,Athlete,https://olympics.com/en/athletes/ursa-bogataj,Ursa BOGATAJ,Slovenia,SI,SLO
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Women's NH Individual,Women,BRONZE,Athlete,https://olympics.com/en/athletes/kriznar,Nika KRIZNAR,Slovenia,SI,SLO
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Men's NH Individual,Men,BRONZE,Athlete,https://olympics.com/en/athletes/dawid-kubacki,Dawid KUBACKI,Poland,PL,POL
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Men's NH Individual,Men,SILVER,Athlete,https://olympics.com/en/athletes/manuel-fettner,Manuel FETTNER,Austria,AT,AUT
beijing,2022,Winter,39.916668,116.383331,Ski Jumping,Men's NH Individual,Men,GOLD,Athlete,https://olympics.com/en/athletes/kobayashi,Ryoyu KOBAYASHI,Japan,JP,JPN
beijing,2022,Winter,39.916668,116.383331,Figure skating,Team Event,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/mark-kondratiuk,Mark KONDRATIUK,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Figure skating,Team Event,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/kamila-valieva,Kamila VALIEVA,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Figure skating,Team Event,Mixed,SILVER,GameTeam,,,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Figure skating,Team Event,Mixed,BRONZE,GameTeam,,,Japan,JP,JPN
beijing,2022,Winter,39.916668,116.383331,Figure skating,Pair Skating,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/wenjing-sui,Wenjing SUI,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Figure skating,Pair Skating,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/cong-han,Cong HAN,People's Republic of China,CN,CHN
beijing,2022,Winter,39.916668,116.383331,Figure skating,Pair Skating,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/tarasova,Evgenia TARASOVA,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Figure skating,Pair Skating,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/morozov,Vladimir MOROZOV,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Figure skating,Pair Skating,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/anastasia-mishina,Anastasia MISHINA,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Figure skating,Pair Skating,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/aleksandr-galliamov,Aleksandr GALLIAMOV,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Figure skating,Ice Dance,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/gabriella-papadakis,Gabriella PAPADAKIS,France,FR,FRA
beijing,2022,Winter,39.916668,116.383331,Figure skating,Ice Dance,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/guillaume-cizeron,Guillaume CIZERON,France,FR,FRA
beijing,2022,Winter,39.916668,116.383331,Figure skating,Ice Dance,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/victoria-sinitsina,Victoria SINITSINA,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Figure skating,Ice Dance,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/nikita-katsalapov,Nikita KATSALAPOV,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Figure skating,Ice Dance,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/madison-hubbell,Madison HUBBELL,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Figure skating,Ice Dance,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/donohue,Zachary DONOHUE,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Figure skating,Women Single Skating,Women,GOLD,Athlete,https://olympics.com/en/athletes/anna-shcherbakova,Anna SHCHERBAKOVA,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Figure skating,Women Single Skating,Women,SILVER,Athlete,https://olympics.com/en/athletes/alexandra-trusova,Alexandra Trusova,ROC,ROC,ROC
beijing,2022,Winter,39.916668,116.383331,Figure skating,Women Single Skating,Women,BRONZE,Athlete,https://olympics.com/en/athletes/kaori-sakamoto,Kaori SAKAMOTO,Japan,JP,JPN
beijing,2022,Winter,39.916668,116.383331,Figure skating,Men Single Skating,Men,BRONZE,Athlete,https://olympics.com/en/athletes/shoma-uno,Shoma UNO,Japan,JP,JPN
beijing,2022,Winter,39.916668,116.383331,Figure skating,Men Single Skating,Men,GOLD,Athlete,https://olympics.com/en/athletes/chen,Nathan CHEN,United States of America,US,USA
beijing,2022,Winter,39.916668,116.383331,Figure skating,Men Single Skating,Men,SILVER,Athlete,https://olympics.com/en/athletes/yuma-kagiyama,Yuma KAGIYAMA,Japan,JP,JPN
